Trade Date,Symbol,Series,Security Name,Category,Last Trade Date,Face Value(Rs.),Issue Size,Close Price/Paid up value(Rs.),Market Cap(Rs.)              
19 DEC 2025,AARTECH,EQ,AARTECH SOLONICS LIMITED ,Listed    ,19 DEC 2025,               5.00,          31770376,             47.55,     1511316786.30   
19 DEC 2025,AARTIDRUGS,EQ,AARTI DRUGS LTD.         ,Listed    ,19 DEC 2025,              10.00,          91270000,            381.55,    34824068500.00
19 DEC 2025,AARTIIND,EQ,AARTI INDUSTRIES LTD     ,Listed    ,19 DEC 2025,               5.00,         362593869,            369.80,   134087212756.20  
19 DEC 2025,AARTIPHARM,EQ,AARTI PHARMALABS LIMITED ,Listed    ,19 DEC 2025,               5.00,          90641224,            747.10,    67718058450.40
19 DEC 2025,AARTISURF,EQ,AARTI SURFACTANTS LIMITED,Listed    ,19 DEC 2025,              10.00,           8458495,            405.55,     3430342647.25 
19 DEC 2025,AARVI,EQ,AARVI ENCON LIMITED      ,Listed    ,19 DEC 2025,              10.00,          14810700,            124.15,     1838600298.00     
19 DEC 2025,AATMAJ,SM,AATMAJ HEALTHCARE LIMITED,Listed    ,19 DEC 2025,               5.00,          22600000,             23.10,      522060000.00    
19 DEC 2025,AAVAS,EQ,AAVAS FINANCIERS LIMITED ,Listed    ,19 DEC 2025,              10.00,          79161353,           1458.20,   115433084944.60     
19 DEC 2025,ABAN,BE,ABAN OFFSHORE LTD.       ,Listed    ,19 DEC 2025,               2.00,          58365323,             23.60,     1376254316.35      
19 DEC 2025,ABB,EQ,ABB INDIA LIMITED        ,Listed    ,19 DEC 2025,               2.00,         211908375,           5177.00,  1097049657375.00       
19 DEC 2025,ABBOTINDIA,EQ,ABBOTT INDIA LIMITED     ,Permitted ,19 DEC 2025,              10.00,          21249302,          28035.00,   595724181570.00
19 DEC 2025,ABCAPITAL,EQ,ADITYA BIRLA CAPITAL LTD.,Listed    ,19 DEC 2025,              10.00,        2612436210,            348.70,   910956506427.00 
19 DEC 2025,ABCOTS,EQ,A B COTSPIN INDIA LIMITED,Listed    ,19 DEC 2025,              10.00,          21963620,            412.35,     9056698707.00    
19 DEC 2025,ABDL,EQ,ALLIED BLEND N DISTILS L ,Listed    ,19 DEC 2025,               2.00,         279710151,            623.25,   174329351610.75      
19 DEC 2025,ABFRL,EQ,ADITYA BIRLA FASHION & RT,Listed    ,19 DEC 2025,              10.00,        1220266696,             76.80,    93740887586.70     
19 DEC 2025,ABHAPOWER,SM,ABHA POWER N STEEL LTD   ,Listed    ,19 DEC 2025,              10.00,          18587830,             32.75,      608751432.50 
19 DEC 2025,ABINFRA,EQ,A B INFRABUILD LIMITED   ,Listed    ,19 DEC 2025,               1.00,         638789360,             18.60,    11881482096.00   
19 DEC 2025,ABLBL,EQ,ADITYA BIRLA LIFES BRAN L,Listed    ,19 DEC 2025,              10.00,        1220294773,            116.40,   142054514524.95     
19 DEC 2025,ABMINTLLTD,EQ,ABM INTERNATIONAL LTD    ,Listed    ,19 DEC 2025,              10.00,           9408000,             41.80,      393066240.00
19 DEC 2025,ABNINT,IT,A B N INTERCORP LIMITED  ,Listed    ,Not Traded ,              10.00,            419532,            200.00,       83906400.00    
19 DEC 2025,ABREL,EQ,ADITYA BIRLA REAL EST LTD,Listed    ,19 DEC 2025,              10.00,         111695680,           1738.70,   194205278816.00     
19 DEC 2025,ABSLAMC,EQ,ADIT BIRL SUN LIF AMC LTD,Listed    ,19 DEC 2025,               5.00,         288658807,            760.70,   219582754484.90   
19 DEC 2025,ABSMARINE,SM,ABS MARINE SERVICES LTD  ,Listed    ,19 DEC 2025,              10.00,          24550000,            199.95,     4908772500.00 
19 DEC 2025,ACC,EQ,ACC LIMITED              ,Listed    ,19 DEC 2025,              10.00,         187787263,           1751.50,   328909391144.50       
19 DEC 2025,ACCELYA,EQ,ACCELYA SOLN INDIA LTD   ,Listed    ,19 DEC 2025,              10.00,          14926261,           1314.90,    19626540588.90   
19 DEC 2025,ACCENTMIC,SM,ACCENT MICROCELL LIMITED ,Listed    ,19 DEC 2025,              10.00,          23989020,            334.10,     8014731582.00 
19 DEC 2025,ACCORD,SM,ACCORD SYNERGY LIMITED   ,Listed    ,19 DEC 2025,              10.00,           3472000,             27.65,       96000800.00    
19 DEC 2025,ACCPL,ST,ACCRETION PHARMA LIMITED ,Listed    ,19 DEC 2025,              10.00,          11116000,             92.05,     1023227800.00     
19 DEC 2025,ACCURACY,EQ,ACCURACY SHIPPING LIMITED,Listed    ,19 DEC 2025,               1.00,         150560000,              5.70,      856686400.00  
19 DEC 2025,ACE,EQ,ACTION CONST EQUIP LTD   ,Listed    ,19 DEC 2025,               2.00,         119083196,            927.50,   110449664290.00       
19 DEC 2025,ACEINTEG,EQ,ACE INTEGRATED SOLU. LTD.,Listed    ,19 DEC 2025,              10.00,          10200000,             21.75,      221646000.00  
19 DEC 2025,ACI,EQ,ARCHEAN CHEMICAL IND LTD ,Listed    ,19 DEC 2025,               2.00,         123427682,            511.25,    63102402422.50       
19 DEC 2025,ACL,EQ,ANDHRA CEMENTS LIMITED   ,Listed    ,19 DEC 2025,              10.00,          92172140,             67.45,     6217010843.00       
19 DEC 2025,ACMESOLAR,EQ,ACME SOLAR HOLDINGS LTD  ,Listed    ,19 DEC 2025,               2.00,         605087781,            232.70,   140809977516.50 
19 DEC 2025,ACTIVEINFR,SM,ACTIVE INFRASTRUCTURES L ,Listed    ,19 DEC 2025,               5.00,          15015016,            171.05,     2568318486.80
19 DEC 2025,ACUTAAS,EQ,ACUTAAS CHEMICALS LIMITED,Listed    ,19 DEC 2025,               5.00,          81868922,           1648.50,   134960917917.00   
19 DEC 2025,ADANIENSOL,EQ,ADANI ENERGY SOLUTION LTD,Listed    ,19 DEC 2025,              10.00,        1201282642,            988.25,  1187167570956.50
19 DEC 2025,ADANIENT,EQ,ADANI ENTERPRISES LIMITED,Listed    ,19 DEC 2025,               1.00,        1154180729,           2239.00,  2584210652231.00  
19 DEC 2025,ADANIGREEN,EQ,ADANI GREEN ENERGY LTD   ,Listed    ,19 DEC 2025,              10.00,        1622596235,           1020.90,  1656508496311.50
19 DEC 2025,ADANIPORTS,EQ,ADANI PORT & SEZ LTD     ,Listed    ,19 DEC 2025,               2.00,        2160138945,           1496.40,  3232431917298.00
19 DEC 2025,ADANIPOWER,EQ,ADANI POWER LTD          ,Listed    ,19 DEC 2025,               2.00,       19284694705,            141.75,  2733798321380.80
19 DEC 2025,ADFFOODS,EQ,ADF FOODS LIMITED        ,Listed    ,19 DEC 2025,               2.00,         109863595,            209.90,    23059269954.55  
19 DEC 2025,ADL,EQ,ARCHIDPLY DECOR LIMITED  ,Listed    ,19 DEC 2025,              10.00,           5566250,             76.00,      423090662.50       
19 DEC 2025,ADOR,EQ,ADOR WELDING LTD         ,Listed    ,19 DEC 2025,              10.00,          17402815,           1029.40,    17914457761.00      
19 DEC 2025,ADROITINFO,EQ,ADROIT INFOTECH LIMITED  ,Listed    ,19 DEC 2025,              10.00,          54177208,              9.95,      539063219.60
19 DEC 2025,ADSL,EQ,ALLIED DIGITAL SERV. LTD ,Listed    ,19 DEC 2025,               5.00,          56427803,            153.75,     8676338989.30      
19 DEC 2025,ADVANCE,EQ,ADVANCE AGROLIFE LIMITED ,Listed    ,19 DEC 2025,              10.00,          64285720,            116.70,     7503429238.40   
19 DEC 2025,ADVANIHOTR,EQ,ADVANI HOT.& RES.(I) LTD ,Listed    ,19 DEC 2025,               2.00,          92438500,             57.15,     5282860275.00
19 DEC 2025,ADVENTHTL,EQ,ADVENT HOTELS INTERNATI L,Listed    ,19 DEC 2025,              10.00,          53942887,            228.65,    12335119970.30 
19 DEC 2025,ADVENZYMES,EQ,ADVANCED ENZYME TECH LTD ,Listed    ,19 DEC 2025,               2.00,         111881150,            308.65,    34532116947.50
19 DEC 2025,AEGISLOG,EQ,AEGIS LOGISTICS LIMITED  ,Listed    ,19 DEC 2025,               1.00,         351000000,            736.25,   258423750000.00  
19 DEC 2025,AEGISVOPAK,EQ,AEGIS VOPAK TERMINALS LTD,Listed    ,19 DEC 2025,              10.00,        1107991489,            261.15,   289351977352.35
19 DEC 2025,AEQUS,EQ,AEQUS LIMITED            ,Listed    ,19 DEC 2025,              10.00,         670665635,            150.95,   101223564290.55     
19 DEC 2025,AEROFLEX,EQ,AEROFLEX INDUSTRIES LTD  ,Listed    ,19 DEC 2025,               2.00,         129320370,            193.70,    25048062465.30  
19 DEC 2025,AERON,SM,AERON COMPOSITE LIMITED  ,Listed    ,19 DEC 2025,              10.00,          17020000,             99.00,     1684980000.00     
19 DEC 2025,AESTHETIK,SM,AESTHETIK ENGINEERS LTD  ,Listed    ,19 DEC 2025,              10.00,          17220175,             97.00,     1670356975.00 
19 DEC 2025,AETHER,EQ,AETHER INDUSTRIES LIMITED,Listed    ,19 DEC 2025,              10.00,         132590241,            838.05,   111117251470.05    
19 DEC 2025,AFCONS,EQ,AFCONS INFRASTRUCTURE LTD,Listed    ,19 DEC 2025,              10.00,         367784631,            379.85,   139702992085.35    
19 DEC 2025,AFFLE,EQ,AFFLE 3I LIMITED         ,Listed    ,19 DEC 2025,               2.00,         140640216,           1719.00,   241760531304.00     
19 DEC 2025,AFFORDABLE,EQ,AFFORD ROBO & AUTO LTD   ,Listed    ,19 DEC 2025,              10.00,          11246266,            196.10,     2205280299.95
19 DEC 2025,AFIL,EQ,AKME FINTRADE (INDIA) LTD,Listed    ,19 DEC 2025,               1.00,         426749960,              6.80,     2906167227.60      
19 DEC 2025,AFSL,EQ,ABANS FINANCIAL SRVCS LTD,Listed    ,19 DEC 2025,               2.00,          50610040,            202.30,    10237398891.20      
19 DEC 2025,AGARIND,EQ,AGARWAL INDS CORP LTD.   ,Listed    ,19 DEC 2025,              10.00,          14957789,            710.05,    10620778079.45   
19 DEC 2025,AGARWALEYE,EQ,DR AGARWALS HEALTH CARE L,Listed    ,19 DEC 2025,               1.00,         316158357,            501.05,   158411144774.85
19 DEC 2025,AGARWALFT,SM,AGARWAL FLOAT GLASS I LTD,Listed    ,17 DEC 2025,              10.00,           7243488,             40.05,      290101694.40 
19 DEC 2025,AGARWALTUF,SM,AGARWAL TOUGH GLASS IND L,Listed    ,19 DEC 2025,              10.00,          17674600,            119.15,     2105928590.00
19 DEC 2025,AGI,EQ,AGI GREENPAC LIMITED     ,Listed    ,19 DEC 2025,               2.00,          64697381,            721.65,    46688864998.65       
19 DEC 2025,AGIIL,EQ,AGI INFRA LIMITED        ,Listed    ,19 DEC 2025,               1.00,         122167200,            264.15,    32270465880.00     
19 DEC 2025,AGNI,SM,AGNI GREEN POWER LTD     ,Listed    ,19 DEC 2025,              10.00,          19534800,             24.85,      485439780.00      
19 DEC 2025,AGRITECH,EQ,AGRI-TECH (INDIA) LIMITED,Listed    ,19 DEC 2025,              10.00,           5940000,            165.35,      982179000.00  
19 DEC 2025,AGROPHOS,EQ,AGRO PHOS INDIA LIMITED  ,Listed    ,19 DEC 2025,              10.00,          20274115,             38.50,      780756168.65  
19 DEC 2025,AGSTRA,BZ,AGS TRANSACT TECH LTD    ,Listed    ,19 DEC 2025,              10.00,         128433076,              4.15,      535565926.90    
19 DEC 2025,AGUL,SM,A G UNIVERSAL LIMITED    ,Listed    ,17 DEC 2025,              10.00,           5484000,             61.60,      337814400.00      
19 DEC 2025,AHCL,BE,ANLON HEALTHCARE LIMITED ,Listed    ,19 DEC 2025,              10.00,          53151500,            137.75,     7321087610.00      
19 DEC 2025,AHIMSA,ST,AHIMSA INDUSTRIES LTD.   ,Listed    ,05 DEC 2025,              10.00,           5473990,             25.00,      136849750.00    
19 DEC 2025,AHLADA,EQ,AHLADA ENGINEERS LIMITED ,Listed    ,19 DEC 2025,              10.00,          12921000,             49.05,      633516630.00    
19 DEC 2025,AHLEAST,EQ,ASIAN HOTELS (EAST) LTD  ,Listed    ,19 DEC 2025,              10.00,          17291696,            135.90,     2349595652.50   
19 DEC 2025,AHLUCONT,EQ,AHLUWALIA CONT IND LTD   ,Listed    ,19 DEC 2025,               2.00,          66987560,            975.15,    65322919134.00  
19 DEC 2025,AIAENG,EQ,AIA ENGINEERING LIMITED  ,Listed    ,19 DEC 2025,               2.00,          93320370,           3803.90,   354981355443.00    
19 DEC 2025,AIIL,EQ,AUTHUM INVEST & INFRA LTD,Listed    ,19 DEC 2025,               1.00,         169845100,           2908.50,   493994473350.00      
19 DEC 2025,AILIMITED,SM,ABHISHEK INTEGRATIONS LTD,Listed    ,17 DEC 2025,              10.00,           6021570,             40.00,      240862800.00 
19 DEC 2025,AIMTRON,ST,AIMTRON ELECTRONICS LTD  ,Listed    ,19 DEC 2025,              10.00,          20413825,            826.40,    16869984980.00   
19 DEC 2025,AIRAN,EQ,AIRAN LIMITED            ,Listed    ,19 DEC 2025,               2.00,         125020000,             17.80,     2224105800.00     
19 DEC 2025,AIROLAM,EQ,AIRO LAM LIMITED         ,Listed    ,19 DEC 2025,              10.00,          15002000,            103.50,     1552707000.00   
19 DEC 2025,AISL,SM,ANI INTEGRATED SERV LTD. ,Listed    ,19 DEC 2025,              10.00,          10352200,             80.00,      828176000.00      
19 DEC 2025,AJANTPHARM,EQ,AJANTA PHARMA LIMITED    ,Listed    ,19 DEC 2025,               2.00,         124935624,           2632.60,   328905523742.40
19 DEC 2025,AJAXENGG,EQ,AJAX ENGINEERING LIMITED ,Listed    ,19 DEC 2025,               1.00,         114406800,            594.55,    68020562940.00  
19 DEC 2025,AJMERA,EQ,AJMERA REALTY & INF I LTD,Listed    ,19 DEC 2025,              10.00,          39359130,            918.80,    36163168644.00    
19 DEC 2025,AJOONI,EQ,AJOONI BIOTECH LIMITED   ,Listed    ,19 DEC 2025,               2.00,         172243598,              4.25,      730312855.50    
19 DEC 2025,AKANKSHA,SM,AKANKSHA POWER N INFRA L ,Listed    ,19 DEC 2025,              10.00,          19580520,             70.00,     1370636400.00  
19 DEC 2025,AKASH,EQ,AKASH INFRA-PROJECTS LTD ,Listed    ,19 DEC 2025,              10.00,          16862534,             25.45,      429488741.00     
19 DEC 2025,AKG,EQ,AKG EXIM LIMITED         ,Listed    ,19 DEC 2025,              10.00,          31776576,             12.30,      391169650.55       
19 DEC 2025,AKI,EQ,AKI INDIA LIMITED        ,Listed    ,19 DEC 2025,               2.00,         103205956,              7.05,      728634049.35       
19 DEC 2025,AKIKO,ST,AKIKO GLOBAL SERVICES L  ,Listed    ,19 DEC 2025,              10.00,          10769600,            260.00,     2800096000.00     
19 DEC 2025,AKSHAR,EQ,AKSHAR SPINTEX LIMITED   ,Listed    ,19 DEC 2025,               1.00,         787468500,              0.55,      417358305.00    
19 DEC 2025,AKSHARCHEM,EQ,AKSHARCHEM INDIA LIMITED ,Listed    ,19 DEC 2025,              10.00,           8033099,            249.45,     2003856545.55
19 DEC 2025,AKSHOPTFBR,EQ,AKSH OPTIFIBRE LIMITED   ,Listed    ,19 DEC 2025,               5.00,         162697971,              6.60,     1077060568.00
19 DEC 2025,AKUMS,EQ,AKUMS DRUGS AND PHARMA L ,Listed    ,19 DEC 2025,               2.00,         157393988,            427.20,    67238711673.60     
19 DEC 2025,AKZOINDIA,EQ,AKZO NOBEL INDIA LIMITED ,Listed    ,19 DEC 2025,              10.00,          45540314,           3149.40,   143424664911.60 
19 DEC 2025,ALANKIT,EQ,ALANKIT LIMITED          ,Listed    ,19 DEC 2025,               1.00,         271158100,             10.75,     2912237994.00   
19 DEC 2025,ALBERTDAVD,EQ,ALBERT DAVID LIMITED     ,Listed    ,19 DEC 2025,              10.00,           5707162,            743.55,     4243560305.10
19 DEC 2025,ALCODIS,SM,ALCOKRAFT DISTILLERIE LTD,Listed    ,19 DEC 2025,              10.00,          10250000,            102.25,     1048062500.00   
19 DEC 2025,ALEMBICLTD,EQ,ALEMBIC LIMITED          ,Listed    ,19 DEC 2025,               2.00,         256781828,             99.90,    25647368980.65
19 DEC 2025,ALICON,EQ,ALICON CASTALLOY LIMITED ,Listed    ,19 DEC 2025,               5.00,          16336840,            830.20,    13562844568.00    
19 DEC 2025,ALIVUS,EQ,ALIVUS LIFE SCIENCES LTD ,Listed    ,19 DEC 2025,               2.00,         122681348,            900.65,   110492956076.20    
19 DEC 2025,ALKALI,EQ,ALKALI METALS LTD        ,Listed    ,19 DEC 2025,              10.00,          10182506,             77.65,      790875241.00    
19 DEC 2025,ALKEM,EQ,ALKEM LABORATORIES LTD.  ,Listed    ,19 DEC 2025,               2.00,         119565000,           5555.50,   664243357500.00     
19 DEC 2025,ALKYLAMINE,EQ,ALKYL AMINES CHEM. LTD   ,Listed    ,19 DEC 2025,               2.00,          51140441,           1608.70,    82269627436.70
19 DEC 2025,ALLCARGO,EQ,ALLCARGO LOGISTICS LTD   ,Listed    ,19 DEC 2025,               2.00,         982782096,             10.85,    10682841383.50  
19 DEC 2025,ALLDIGI,EQ,ALLDIGI TECH LIMITED     ,Listed    ,19 DEC 2025,              10.00,          15238326,            831.55,    12671429985.30   
19 DEC 2025,ALLETEC,SM,ALL E TECHNOLOGIES LTD   ,Listed    ,19 DEC 2025,              10.00,          20194176,            214.00,     4321553664.00   
19 DEC 2025,ALLTIME,EQ,ALL TIME PLASTICS LIMITED,Listed    ,19 DEC 2025,               2.00,          65507778,            263.50,    17261299503.00   
19 DEC 2025,ALMONDZ,EQ,ALMONDZ GLOBAL SEC LTD   ,Listed    ,19 DEC 2025,               1.00,         173646754,             16.10,     2799185674.50   
19 DEC 2025,ALOKINDS,EQ,ALOK INDUSTRIES LIMITED  ,Listed    ,19 DEC 2025,               1.00,        4965240401,             16.05,    79642456032.05  
19 DEC 2025,ALPA,EQ,ALPA LABORATORIES LTD    ,Listed    ,19 DEC 2025,              10.00,          21040600,             76.95,     1619074170.00      
19 DEC 2025,ALPEXSOLAR,SM,ALPEX SOLAR LIMITED      ,Listed    ,19 DEC 2025,              10.00,          24473400,            819.20,    20048609280.00
19 DEC 2025,ALPHAGEO,EQ,ALPHAGEO (INDIA) LIMITED ,Listed    ,19 DEC 2025,              10.00,           6364767,            218.05,     1387773796.70  
19 DEC 2025,ALPSINDUS,BE,ALPS INDUSTRIES LTD.     ,Listed    ,19 DEC 2025,              10.00,          39114100,              3.65,      142375324.00 
19 DEC 2025,ALUWIND,SM,ALUWIND INFRA-TECH LTD   ,Listed    ,18 DEC 2025,              10.00,          24847420,             72.00,     1789014240.00   
19 DEC 2025,AMANTA,EQ,AMANTA HEALTHCARE LIMITED,Listed    ,19 DEC 2025,              10.00,          38829351,            111.70,     4336461919.70    
19 DEC 2025,AMBANIORGO,SM,AMBANI ORGOCHEM LIMITED  ,Listed    ,19 DEC 2025,              10.00,           7658659,            105.00,      804159195.00
19 DEC 2025,AMBER,EQ,AMBER ENTERPRISES (I) LTD,Listed    ,19 DEC 2025,              10.00,          35148942,           6681.00,   234830081502.00     
19 DEC 2025,AMBEY,SM,AMBEY LABORATORIES LTD   ,Listed    ,19 DEC 2025,              10.00,          24946819,             38.45,      959205190.55     
19 DEC 2025,AMBICAAGAR,EQ,AMBICA AGAR & AROMAINDLTD,Listed    ,19 DEC 2025,              10.00,          17177400,             25.35,      435103542.00
19 DEC 2025,AMBIKCO,EQ,AMBIKA COTTON MILL LTD.  ,Listed    ,19 DEC 2025,              10.00,           5725000,           1268.20,     7260445000.00   
19 DEC 2025,AMBUJACEM,EQ,AMBUJA CEMENTS LTD       ,Listed    ,19 DEC 2025,               2.00,        2471823478,            539.65,  1333919539902.70 
19 DEC 2025,AMCL,ST,ANB METAL CAST LIMITED   ,Listed    ,19 DEC 2025,              10.00,          11834780,            360.60,     4267621668.00      
19 DEC 2025,AMDIND,EQ,AMD INDUSTRIES LIMITED   ,Listed    ,19 DEC 2025,              10.00,          19166749,             48.65,      932079003.85    
19 DEC 2025,AMEYA,SM,AMEYA PRECISION ENG LTD  ,Listed    ,18 DEC 2025,              10.00,           7500000,             99.70,      747750000.00     
19 DEC 2025,AMIABLE,SM,AMIABLE LOGISTICS (I) LTD,Listed    ,19 DEC 2025,              10.00,           1748200,             85.20,      148946640.00   
19 DEC 2025,AMJLAND,EQ,AMJ LAND HOLDINGS LIMITED,Listed    ,19 DEC 2025,               2.00,          41000000,             50.95,     2089770000.00   
19 DEC 2025,AMJUMBO,SM,A AND M JUMBO BAGS LTD   ,Listed    ,19 DEC 2025,              10.00,          10500000,              8.40,       88200000.00   
19 DEC 2025,AMNPLST,EQ,AMINES & PLASTICIZERS LTD,Listed    ,19 DEC 2025,               2.00,          55020000,            202.05,    11117341200.00   
19 DEC 2025,AMRUTANJAN,EQ,AMRUTAJAN HEALTH LTD     ,Listed    ,19 DEC 2025,               1.00,          28910630,            683.95,    19773425388.50
19 DEC 2025,ANANDRATHI,EQ,ANAND RATHI WEALTH LTD   ,Listed    ,19 DEC 2025,               5.00,          83020634,           3003.20,   249327568028.80
19 DEC 2025,ANANTAM,IV,ANANTAM HIGHWAYS TRUST   ,Listed    ,19 DEC 2025,             100.00,         217500000,            103.75,    22569975000.00   
19 DEC 2025,ANANTRAJ,EQ,ANANT RAJ LIMITED        ,Listed    ,19 DEC 2025,               2.00,         343260616,            551.60,   189342555785.60  
19 DEC 2025,ANDHRAPAP,EQ,ANDHRA PAPER LIMITED     ,Listed    ,19 DEC 2025,               2.00,         198850195,             67.80,    13484031722.95 
19 DEC 2025,ANDHRSUGAR,EQ,ANDHRA SUGARS LTD        ,Listed    ,19 DEC 2025,               2.00,         135535390,             74.60,    10110940094.00
19 DEC 2025,ANGELONE,EQ,ANGEL ONE LIMITED        ,Listed    ,19 DEC 2025,              10.00,          90668586,           2518.10,   228312566406.60  
19 DEC 2025,ANIKINDS,EQ,ANIK INDUSTRIES LTD      ,Listed    ,19 DEC 2025,              10.00,          27753486,             54.10,     1501741127.45  
19 DEC 2025,ANKITMETAL,BZ,ANKIT MET & POW LTD      ,Listed    ,19 DEC 2025,              10.00,         141110500,              1.75,      245532270.00
19 DEC 2025,ANLON,SM,ANLON TECHNOLOGY SOL LTD ,Listed    ,19 DEC 2025,              10.00,           6255400,            407.80,     2550952120.00     
19 DEC 2025,ANMOL,EQ,ANMOL INDIA LIMITED      ,Listed    ,19 DEC 2025,              10.00,          56914150,             13.85,      787122694.50     
19 DEC 2025,ANNAPURNA,SM,ANNAPURNA SWADISHT LTD   ,Listed    ,19 DEC 2025,              10.00,          21820000,            216.55,     4725121000.00 
19 DEC 2025,ANONDITA,ST,ANONDITA MEDICARE LIMITED,Listed    ,19 DEC 2025,              10.00,          18086618,            749.00,    13546876882.00  
19 DEC 2025,ANSALAPI,BZ,ANSAL PROP & INFRA LTD   ,Listed    ,19 DEC 2025,               5.00,         157404876,              3.65,      574527797.40  
19 DEC 2025,ANTGRAPHIC,EQ,ANTARCTICA LTD           ,Listed    ,19 DEC 2025,               1.00,         155009600,              1.00,      153459504.00
19 DEC 2025,ANTHEM,EQ,ANTHEM BIOSCIENCES LTD   ,Listed    ,19 DEC 2025,               2.00,         561610051,            678.95,   381305144126.45    
19 DEC 2025,ANUHPHR,EQ,ANUH PHARMA LIMITED      ,Listed    ,19 DEC 2025,               5.00,         100224000,             78.35,     7852550400.00   
19 DEC 2025,ANUP,EQ,THE ANUP ENGINEERING LTD ,Listed    ,19 DEC 2025,              10.00,          20026466,           2176.50,    43587603249.00      
19 DEC 2025,ANURAS,EQ,ANUPAM RASAYAN INDIA LTD ,Listed    ,19 DEC 2025,              10.00,         113848310,           1333.40,   151805336554.00    
19 DEC 2025,ANYA,SM,ANYA POLYTECH & FERTI LTD,Listed    ,19 DEC 2025,               2.00,         120000000,             20.30,     2436000000.00      
19 DEC 2025,ANZEN,IV,ANZEN IND ENE YLD PLU TRU,Listed    ,19 DEC 2025,             100.00,         196193900,            117.80,    23111641420.00     
19 DEC 2025,APARINDS,EQ,APAR INDUSTRIES LTD.     ,Listed    ,19 DEC 2025,              10.00,          40168315,           8757.50,   351774018612.50  
19 DEC 2025,APCL,EQ,ANJANI PORTLAND CEM LTD  ,Listed    ,19 DEC 2025,              10.00,          29374764,            119.20,     3501471868.80      
19 DEC 2025,APCOTEXIND,EQ,APCOTEX INDUSTRIES LIMITE,Listed    ,19 DEC 2025,               2.00,          51844960,            373.45,    19361500312.00
19 DEC 2025,APEX,EQ,APEX FROZEN FOODS LIMITED,Listed    ,19 DEC 2025,              10.00,          31250000,            286.90,     8965625000.00      
19 DEC 2025,APEXECO,SM,APEX ECOTECH LIMITED     ,Listed    ,19 DEC 2025,              10.00,          13185200,            130.55,     1721327860.00   
19 DEC 2025,APLAPOLLO,EQ,APL APOLLO TUBES LTD     ,Listed    ,19 DEC 2025,               2.00,         277636026,           1820.10,   505325330922.60 
19 DEC 2025,APLLTD,EQ,ALEMBIC PHARMA LTD       ,Listed    ,19 DEC 2025,               2.00,         196563124,            859.90,   169024630327.60    
19 DEC 2025,APOLLO,EQ,APOLLO MICRO SYSTEMS LTD ,Listed    ,19 DEC 2025,               1.00,         333532454,            237.95,    79364047429.30    
19 DEC 2025,APOLLOHOSP,EQ,APOLLO HOSPITALS ENTER. L,Listed    ,19 DEC 2025,               5.00,         143784657,           7012.50,  1008289907212.50
