Trade Date,Symbol,Series,Security Name,Category,Last Trade Date,Face Value(Rs.),Issue Size,Close Price/Paid up value(Rs.),Market Cap(Rs.)              
12 MAY 2026,BANSWRAS,EQ,BANSWARA SYNTEX LIMITED  ,Listed    ,12 MAY 2026,               5.00,          34232084,            121.05,     4143451447.35  
12 MAY 2026,BARFLEX,SM,BARFLEX POLYFILMS LIMITED,Listed    ,12 MAY 2026,              10.00,          24749000,             60.00,     1484940000.00   
12 MAY 2026,BASF,EQ,BASF INDIA LTD           ,Listed    ,12 MAY 2026,              10.00,          43285640,           3755.90,   162576535276.00      
12 MAY 2026,BASILIC,SM,BASILIC FLY STUDIO LTD   ,Listed    ,12 MAY 2026,              10.00,          25265000,            225.10,     5687151500.00   
12 MAY 2026,BASML,EQ,BANNARI AM SPIN MILL LTD.,Listed    ,12 MAY 2026,               5.00,          79921375,             23.85,     1907723221.25     
12 MAY 2026,BATAINDIA,EQ,BATA INDIA LTD           ,Listed    ,12 MAY 2026,               5.00,         128527540,            699.65,    89924293361.00 
12 MAY 2026,BATLIBOI,EQ,BATLIBOI LTD.            ,Permitted ,12 MAY 2026,               5.00,          47132510,             81.65,     3848369441.50  
12 MAY 2026,BAWEJA,SM,BAWEJA STUDIOS LIMITED   ,Listed    ,12 MAY 2026,              10.00,          18427001,             28.90,      532540328.90    
12 MAY 2026,BAYERCROP,EQ,BAYER CROPSCIENCE LTD    ,Permitted ,12 MAY 2026,              10.00,          44942092,           4450.70,   200023768864.40 
12 MAY 2026,BBL,EQ,BHARAT BIJLEE LTD        ,Listed    ,12 MAY 2026,               5.00,          11303120,           2575.70,    29113446184.00       
12 MAY 2026,BBOX,EQ,BLACK BOX LIMITED        ,Listed    ,12 MAY 2026,               2.00,         170490722,            829.15,   141362382146.30      
12 MAY 2026,BBTC,EQ,BOMBAY BURMAH TRADING COR,Listed    ,12 MAY 2026,               2.00,          69771900,           1465.60,   102257696640.00      
12 MAY 2026,BBTCL,EQ,B&B TRIPLEWALL CONT LTD  ,Listed    ,12 MAY 2026,              10.00,          20511240,            191.25,     3922979762.40     
12 MAY 2026,BCG,BE,BRIGHTCOM GROUP LIMITED  ,Listed    ,12 MAY 2026,               2.00,        2017921873,              9.20,    18524522794.15       
12 MAY 2026,BCLIND,EQ,BCL INDUSTRIES LIMITED   ,Listed    ,12 MAY 2026,               1.00,         295163340,             34.25,    10106392761.60    
12 MAY 2026,BCONCEPTS,EQ,BRAND CONCEPTS LIMITED   ,Listed    ,12 MAY 2026,              10.00,          12481877,            232.50,     2902161221.25 
12 MAY 2026,BCPL,EQ,BCPL RAILWAY INFRA LTD   ,Listed    ,12 MAY 2026,              10.00,          16723638,             80.55,     1346754568.15      
12 MAY 2026,BDL,EQ,BHARAT DYNAMICS LIMITED  ,Listed    ,12 MAY 2026,               5.00,         366562500,           1334.20,   489067687500.00       
12 MAY 2026,BDR,IT,BDR BUILDCON LIMITED     ,Listed    ,10 MAR 2017,              10.00,           6645000,             87.65,      582434250.00       
12 MAY 2026,BEACON,SM,BEACON TRUSTEESHIP LTD   ,Listed    ,12 MAY 2026,              10.00,          18064913,            104.75,     1892299636.75    
12 MAY 2026,BEARDSELL,EQ,BEARDSELL LIMITED        ,Listed    ,12 MAY 2026,               2.00,          39437000,             25.75,     1016291490.00 
12 MAY 2026,BECTORFOOD,EQ,MRS BECTORS FOOD SPE LTD ,Listed    ,12 MAY 2026,               2.00,         306990595,            187.60,    57597575433.90
12 MAY 2026,BEDMUTHA,BE,BEDMUTHA INDUST LTD      ,Listed    ,12 MAY 2026,              10.00,          32263884,            114.00,     3678082776.00  
12 MAY 2026,BEEKAY,EQ,BEEKAY STEEL INDS. LTD.  ,Permitted ,12 MAY 2026,              10.00,          19072052,            430.50,     8210518386.00    
12 MAY 2026,BEL,EQ,BHARAT ELECTRONICS LTD   ,Listed    ,12 MAY 2026,               1.00,        7309778829,            416.50,  3044522882278.50       
12 MAY 2026,BELLACASA,EQ,BELLA CASA FASH AND RET L,Listed    ,12 MAY 2026,              10.00,          13387500,            251.55,     3367625625.00 
12 MAY 2026,BELRISE,EQ,BELRISE INDUSTRIES LTD   ,Listed    ,12 MAY 2026,               5.00,         889879192,            205.30,   182692198117.60   
12 MAY 2026,BEML,EQ,BEML LIMITED             ,Listed    ,12 MAY 2026,               5.00,          83289000,           1792.90,   149328848100.00      
12 MAY 2026,BENGALASM,EQ,BENGAL & ASSAM CO. LTD.  ,Permitted ,12 MAY 2026,              10.00,          11403899,           6434.50,    73378388115.50 
12 MAY 2026,BEPL,EQ,BHANSALI ENG. POLYMERS LT,Listed    ,12 MAY 2026,               1.00,         248858460,             94.55,    23534544562.20      
12 MAY 2026,BERGEPAINT,EQ,BERGER PAINTS (I) LTD    ,Listed    ,12 MAY 2026,               1.00,        1166002812,            488.10,   569125972537.20
12 MAY 2026,BESTAGRO,EQ,BEST AGROLIFE LIMITED    ,Listed    ,12 MAY 2026,               1.00,         354671100,             17.80,     6309598869.00  
12 MAY 2026,BETA,EQ,BETA DRUGS LIMITED       ,Listed    ,12 MAY 2026,              10.00,          10136890,           1361.60,    13802389424.00      
12 MAY 2026,BEWLTD,SM,BEW ENGINEERING LIMITED  ,Listed    ,12 MAY 2026,              10.00,          13073324,             81.85,     1070051569.40    
12 MAY 2026,BFINVEST,EQ,BF INVESTMENT LIMITED    ,Listed    ,12 MAY 2026,               5.00,          37667628,            412.00,    15519062736.00  
12 MAY 2026,BFUTILITIE,EQ,BF UTILITIES LIMITED     ,Listed    ,12 MAY 2026,               5.00,          37667628,            546.60,    20589125464.80
12 MAY 2026,BGRENERGY,BE,BGR ENERGY SYSTEMS LTD   ,Listed    ,12 MAY 2026,              10.00,          72161560,            259.80,    18747573288.00 
12 MAY 2026,BHADORA,SM,BHADORA INDUSTRIES LTD   ,Listed    ,12 MAY 2026,              10.00,          18600000,             71.90,     1337340000.00   
12 MAY 2026,BHAGCHEM,EQ,BHAGIRADHA CHEM & INDS L ,Listed    ,12 MAY 2026,               1.00,         129669080,            244.30,    31678156244.00  
12 MAY 2026,BHAGERIA,EQ,BHAGERIA INDUSTRIES LTD  ,Listed    ,12 MAY 2026,               5.00,          43644180,            158.65,     6924149157.00  
12 MAY 2026,BHAGYANGR,BE,BHAGYANAGAR INDIA LIMITED,Listed    ,12 MAY 2026,               2.00,          31995000,            320.60,    10257597000.00 
12 MAY 2026,BHANDARI,EQ,BHANDARI HOSIERY EXP LTD ,Listed    ,12 MAY 2026,               1.00,         432089374,              3.65,     1572805321.35  
12 MAY 2026,BHARATCOAL,EQ,BHARAT COKING COAL LTD   ,Listed    ,12 MAY 2026,              10.00,        4657000000,             33.15,   154286410000.00
12 MAY 2026,BHARATFORG,EQ,BHARAT FORGE LTD         ,Listed    ,12 MAY 2026,               2.00,         478088632,           1913.00,   914583553016.00
12 MAY 2026,BHARATGEAR,EQ,BHARAT GEARS LTD.        ,Listed    ,12 MAY 2026,              10.00,          15355058,            110.20,     1691820290.45
12 MAY 2026,BHARATRAS,EQ,BHARAT RASAYAN LTD       ,Listed    ,12 MAY 2026,               5.00,          16621072,           1388.20,    23073372150.40 
12 MAY 2026,BHARATSE,EQ,BHARAT SEATS LIMITED     ,Listed    ,12 MAY 2026,               2.00,          62800000,            188.45,    11835288000.00  
12 MAY 2026,BHARATWIRE,EQ,BHARAT WIRE ROPES LTD.   ,Listed    ,12 MAY 2026,              10.00,          68584648,            232.65,    15957590050.15
12 MAY 2026,BHARTIARTL,EQ,BHARTI AIRTEL LIMITED    ,Listed    ,12 MAY 2026,               5.00,        6093103820,           1756.80, 10704364790976.00
12 MAY 2026,BHARTIHEXA,EQ,BHARTI HEXACOM LIMITED   ,Listed    ,12 MAY 2026,               5.00,         500000000,           1464.80,   732400000000.00
12 MAY 2026,BHEL,EQ,BHEL                     ,Listed    ,12 MAY 2026,               2.00,        3482063355,            391.75,  1364098319321.25      
12 MAY 2026,BI,EQ,BILCARE LTD.             ,Permitted ,12 MAY 2026,              10.00,          23545231,             65.40,     1540329012.00        
12 MAY 2026,BIGBLOC,EQ,BIGBLOC CONSTRUCTION LTD ,Listed    ,12 MAY 2026,               2.00,         141575750,             56.65,     8018850480.00   
12 MAY 2026,BIKAJI,EQ,BIKAJI FOODS INTERN LTD  ,Listed    ,12 MAY 2026,               1.00,         250736400,            658.20,   165034698480.00    
12 MAY 2026,BIKEWO,SM,BIKEWO GREEN TECH LIMITED,Listed    ,12 MAY 2026,              10.00,          13043250,             25.30,      329994225.00    
12 MAY 2026,BIL,EQ,BHARTIYA INTERNATIONAL   ,Listed    ,12 MAY 2026,              10.00,          13410411,            714.25,     9578386056.75       
12 MAY 2026,BIMETAL,EQ,BIMETAL BEARINGS LTD.    ,Permitted ,12 MAY 2026,              10.00,           3825000,            575.30,     2200522500.00   
12 MAY 2026,BIOCON,EQ,BIOCON LIMITED.          ,Listed    ,12 MAY 2026,               5.00,        1620907773,            402.45,   652334333243.85    
12 MAY 2026,BIOFILCHEM,EQ,BIOFIL CHEM & PHARMA LTD ,Listed    ,12 MAY 2026,              10.00,          16273800,             32.95,      536058972.00
12 MAY 2026,BIOPOL,SM,BIOPOL CHEMICALS LIMITED ,Listed    ,12 MAY 2026,              10.00,          10805400,            115.10,     1243701540.00    
12 MAY 2026,BIRDYS,ST,GRILL SPLENDOUR SER LTD  ,Listed    ,08 MAY 2026,              10.00,           6308200,            125.00,      788525000.00    
12 MAY 2026,BIRET,RR,BROOKFIELD INDIA RET     ,Listed    ,12 MAY 2026,             275.00,         829880869,            325.50,   270109625242.10     
12 MAY 2026,BIRLACABLE,BE,BIRLA CABLE LIMITED      ,Listed    ,12 MAY 2026,              10.00,          30000000,            182.95,     5488200000.00
12 MAY 2026,BIRLACORPN,EQ,BIRLA CORPORATION LTD    ,Listed    ,12 MAY 2026,              10.00,          77005347,           1053.55,    81128983331.85
12 MAY 2026,BIRLAMONEY,EQ,ADITYA BIRLA MONEY LTD   ,Listed    ,12 MAY 2026,               1.00,          56509201,            138.30,     7814657406.30
12 MAY 2026,BIRLANU,EQ,BIRLANU LIMITED          ,Listed    ,12 MAY 2026,              10.00,           7540899,           1559.10,    11757015630.90   
12 MAY 2026,BIRLAPREC,EQ,BIRLA PRECISION TECH L   ,Permitted ,12 MAY 2026,               2.00,          68387637,             38.40,     2624717508.05 
12 MAY 2026,BLACKBUCK,EQ,BLACKBUCK LIMITED        ,Listed    ,12 MAY 2026,               1.00,         181672349,            534.25,    97058452453.25 
12 MAY 2026,BLACKROSE,EQ,BLACK ROSE INDS. LTD.    ,Permitted ,12 MAY 2026,               1.00,          51000000,             87.05,     4439550000.00 
12 MAY 2026,BLAL,EQ,BEML LAND ASSETS LIMITED ,Listed    ,12 MAY 2026,              10.00,          41644500,            191.40,     7970757300.00      
12 MAY 2026,BLBLIMITED,BE,BLB LIMITED              ,Listed    ,12 MAY 2026,               1.00,          52865258,             16.70,      883907113.75
12 MAY 2026,BLIL,EQ,BALMER LAWRIE INVSTS. L  ,Permitted ,12 MAY 2026,               1.00,         221972690,             74.65,    16572481035.40      
12 MAY 2026,BLISSGVS,EQ,BLISS GVS PHARMA LTD     ,Listed    ,12 MAY 2026,               1.00,         105788972,            273.80,    28965020533.60  
12 MAY 2026,BLKASHYAP,EQ,B.L.KASHYAP & SON LTD    ,Listed    ,12 MAY 2026,               1.00,         225440000,             55.25,    12455560000.00 
12 MAY 2026,BLS,EQ,BLS INTL SERVS LTD       ,Listed    ,12 MAY 2026,               1.00,         411740908,            270.80,   111499437886.40       
12 MAY 2026,BLSE,EQ,BLS E-SERVICES LIMITED   ,Listed    ,12 MAY 2026,              10.00,          90856485,            190.25,    17283629141.55      
12 MAY 2026,BLUECHIP,EQ,BLUE CHIP INDIA LIMITED  ,Listed    ,12 MAY 2026,               2.00,          55304340,              1.85,      102866072.40  
12 MAY 2026,BLUECOAST,BE,BLUE COAST HOTELS LIMITED,Listed    ,12 MAY 2026,              10.00,          17192457,             32.00,      549814774.85 
12 MAY 2026,BLUEDART,EQ,BLUE DART EXPRESS LTD    ,Listed    ,12 MAY 2026,              10.00,          23727934,           5167.50,   122614098945.00  
12 MAY 2026,BLUEJET,EQ,BLUE JET HEALTHCARE LTD  ,Listed    ,12 MAY 2026,               2.00,         173465425,            444.80,    77157421040.00   
12 MAY 2026,BLUEPEBBLE,ST,BLUE PEBBLE LIMITED      ,Listed    ,12 MAY 2026,              10.00,           4080000,            108.80,      443904000.00
12 MAY 2026,BLUESTARCO,EQ,BLUE STAR LIMITED        ,Listed    ,12 MAY 2026,               2.00,         205614788,           1630.60,   335275473312.80
12 MAY 2026,BLUESTONE,EQ,BLUESTONE JEWEL LFSTL LTD,Listed    ,12 MAY 2026,               1.00,         151804792,            474.20,    71985832366.40 
12 MAY 2026,BLUEWATER,ST,BLUE WATER LOGISTICS LTD ,Listed    ,12 MAY 2026,              10.00,          11000000,            269.00,     2959000000.00 
12 MAY 2026,BLUSPRING,EQ,BLUSPRING ENTERPRISES LTD,Listed    ,12 MAY 2026,              10.00,         149132458,             68.80,    10258821785.80 
12 MAY 2026,BMETRICS,SM,BOMBAY METRICS S C LTD   ,Listed    ,12 MAY 2026,              10.00,          12313920,             41.50,      511027680.00  
12 MAY 2026,BMWVENTLTD,EQ,BMW VENTURES LIMITED     ,Listed    ,12 MAY 2026,              10.00,          86715000,             62.40,     5411016000.00
12 MAY 2026,BNAGROCHEM,EQ,BN AGROCHEM LTD.         ,Permitted ,12 MAY 2026,              10.00,          97772941,            288.35,    28193805266.75
12 MAY 2026,BNALTD,EQ,B & A LTD.               ,Permitted ,12 MAY 2026,              10.00,           3100000,            365.00,     1131500000.00    
12 MAY 2026,BODALCHEM,EQ,BODAL CHEMICALS LTD      ,Listed    ,12 MAY 2026,               2.00,         125944065,             69.35,     8736739789.05 
12 MAY 2026,BOHRAIND,BE,BOHRA INDUSTRIES LIMITED ,Listed    ,12 MAY 2026,              10.00,          21172152,             20.00,      423443040.00  
12 MAY 2026,BOMDYEING,EQ,BOMBAY DYEING & MFG. CO L,Listed    ,12 MAY 2026,               2.00,         206534900,            120.55,    24897782195.00 
12 MAY 2026,BONLON,EQ,BONLON INDUSTRIES LIMITED,Listed    ,12 MAY 2026,              10.00,          14183358,             52.60,      745902797.20    
12 MAY 2026,BORANA,EQ,BORANA WEAVES LIMITED    ,Listed    ,12 MAY 2026,              10.00,          26645295,            332.10,     8848902469.50    
12 MAY 2026,BOROLTD,EQ,BOROSIL LIMITED          ,Listed    ,12 MAY 2026,               1.00,         119582129,            236.70,    28302698291.70   
12 MAY 2026,BORORENEW,EQ,BOROSIL RENEWABLES LTD   ,Listed    ,12 MAY 2026,               1.00,         140188845,            548.10,    76837505944.50 
12 MAY 2026,BOROSCI,EQ,BOROSIL SCIENTIFIC LTD   ,Listed    ,12 MAY 2026,               1.00,          88947050,            113.80,    10123063760.50   
12 MAY 2026,BOSCH-HCIL,EQ,BOSCH HOME COMFRT IND LTD,Listed    ,12 MAY 2026,              10.00,          27190884,           1436.30,    39054266689.20
12 MAY 2026,BOSCHLTD,EQ,BOSCH LIMITED            ,Listed    ,12 MAY 2026,              10.00,          29493640,          36510.00,  1076812796400.00  
12 MAY 2026,BOSS,SM,BOSS PACKAGING SOLU LTD  ,Listed    ,12 MAY 2026,              10.00,           4446260,             38.00,      168957880.00      
12 MAY 2026,BPCL,EQ,BHARAT PETROLEUM CORP  LT,Listed    ,12 MAY 2026,              10.00,        4338505488,            287.85,  1248838804720.80      
12 MAY 2026,BPL,EQ,BPL LTD                  ,Listed    ,12 MAY 2026,              10.00,          48975751,             55.15,     2700522910.15       
12 MAY 2026,BRACEPORT,SM,BRACE PORT LOGISTICS LTD ,Listed    ,07 MAY 2026,              10.00,          11301200,             54.50,      615915400.00 
12 MAY 2026,BRANDMAN,ST,BRANDMAN RETAIL LIMITED  ,Listed    ,12 MAY 2026,              10.00,          18457186,            186.35,     3439496611.10  
12 MAY 2026,BRIGADE,EQ,BRIGADE ENTER. LTD       ,Listed    ,12 MAY 2026,              10.00,         244593464,            718.80,   175813781923.20   
12 MAY 2026,BRIGHOTEL,EQ,BRIGADE HOTEL VENTURE LTD,Listed    ,12 MAY 2026,              10.00,         379842565,             61.20,    23246364978.00 
12 MAY 2026,BRITANNIA,EQ,BRITANNIA INDUSTRIES LTD ,Listed    ,12 MAY 2026,               1.00,         240868296,           5334.00,  1284791490864.00 
12 MAY 2026,BRNL,EQ,BHARAT ROAD NETWORK LTD  ,Listed    ,12 MAY 2026,              10.00,          83950000,             20.60,     1727691000.00      
12 MAY 2026,BROOKS,BE,BROOKS LAB LIMITED       ,Listed    ,12 MAY 2026,              10.00,          29457248,             49.80,     1467265522.90    
12 MAY 2026,BSE,EQ,BSE LIMITED              ,Listed    ,12 MAY 2026,               2.00,         407884077,           3851.90,  1571128676196.30       
12 MAY 2026,BSHSL,EQ,BOMBAY SUPER HYBRID SEEDS,Listed    ,12 MAY 2026,               1.00,         104937280,             92.20,     9675217216.00     
12 MAY 2026,BSL,EQ,BSL LTD                  ,Listed    ,12 MAY 2026,              10.00,          10292168,            125.20,     1288373590.25       
12 MAY 2026,BSOFT,EQ,BIRLASOFT LIMITED        ,Listed    ,12 MAY 2026,               2.00,         279506288,            331.60,    92684285100.80     
12 MAY 2026,BTML,EQ,BODHI TREE MULTIMEDIA LTD,Listed    ,12 MAY 2026,               1.00,         180497777,              6.30,     1137135995.10      
12 MAY 2026,BTTL,EQ,BHILWARA TECHNICAL TEXT L,Permitted ,12 MAY 2026,               1.00,          58373305,             33.60,     1960759314.95      
12 MAY 2026,BUILDPRO,EQ,SHANKARA BUILDPRO LIMITED,Listed    ,12 MAY 2026,              10.00,          24249326,           1099.90,    26671833667.40  
12 MAY 2026,BULKCORP,SM,BULKCORP INTERNATIONAL L ,Listed    ,12 MAY 2026,              10.00,           7514064,             44.95,      337757176.80  
12 MAY 2026,BUTTERFLY,EQ,BTRFLY GANDHI APPL LTD   ,Listed    ,12 MAY 2026,              10.00,          17879551,            708.60,    12669449838.60 
12 MAY 2026,BVCL,EQ,BARAK VALLEY CEM. LTD.   ,Listed    ,12 MAY 2026,              10.00,          22160000,             42.55,      942686400.00      
12 MAY 2026,BYKE,BE,THE BYKE HOSPITALITY LTD ,Listed    ,12 MAY 2026,              10.00,          52279300,             35.15,     1838140188.00      
12 MAY 2026,C2C,SM,C2C ADVANCED SYSTEMS LTD ,Listed    ,12 MAY 2026,              10.00,          16968433,            433.70,     7359209392.10       
12 MAY 2026,CADSYS,ST,CADSYS (INDIA) LIMITED   ,Listed    ,12 MAY 2026,              10.00,          10002500,             72.00,      720180000.00    
12 MAY 2026,CALSOFT,BE,CALIFORNIA SOFTWARE CO LT,Listed    ,12 MAY 2026,              10.00,          23612932,             26.50,      625978827.30   
12 MAY 2026,CAMLINFINE,EQ,CAMLIN FINE SCIENCES LTD ,Listed    ,12 MAY 2026,               1.00,         192091613,            119.45,    22943422256.70
12 MAY 2026,CAMPUS,EQ,CAMPUS ACTIVEWEAR LIMITED,Listed    ,12 MAY 2026,               5.00,         305593205,            243.60,    74445560670.05    
12 MAY 2026,CAMS,EQ,COMPUTER AGE MNGT SER LTD,Listed    ,12 MAY 2026,               2.00,         247888291,            784.65,   194505547533.15      
12 MAY 2026,CANARYS,SM,CANARYS AUTOMATIONS LTD  ,Listed    ,12 MAY 2026,               2.00,          58744893,             20.70,     1216019285.10   
12 MAY 2026,CANBK,EQ,CANARA BANK              ,Listed    ,12 MAY 2026,               2.00,        9070651260,            130.00,  1179275370312.60     
12 MAY 2026,CANFINHOME,EQ,CAN FIN HOMES LTD        ,Listed    ,12 MAY 2026,               2.00,         133154125,            831.85,   110764258881.25
12 MAY 2026,CANHLIFE,EQ,CANARA HSBC LIFE INS CO L,Listed    ,12 MAY 2026,              10.00,         950000000,            136.30,   129494500000.00  
12 MAY 2026,CANTABIL,EQ,CANTABIL RETAIL LTD      ,Listed    ,12 MAY 2026,               2.00,          83638040,            218.75,    18297494010.80  
12 MAY 2026,CAPACITE,EQ,CAPACITE INFRAPROJECT LTD,Listed    ,12 MAY 2026,              10.00,          84604043,            236.65,    20021546775.95  
12 MAY 2026,CAPILLARY,EQ,CAPILLARY TECHNO INDIA L ,Listed    ,12 MAY 2026,               2.00,          79407303,            533.30,    42347914689.90 
12 MAY 2026,CAPINVIT,IV,CAPITAL INFRA TRUST      ,Listed    ,12 MAY 2026,              99.00,         491551733,             69.95,    34384043723.35  
12 MAY 2026,CAPITALSFB,EQ,CAPITAL SMALL FIN BANK L ,Listed    ,12 MAY 2026,              10.00,          45418771,            276.75,    12569644874.25
12 MAY 2026,CAPLIPOINT,EQ,CAPLIN POINT LAB LTD.    ,Listed    ,12 MAY 2026,               2.00,          76011696,           1815.00,   137961228240.00
12 MAY 2026,CAPTRUST,BE,CAPITAL TRUST LIMITED    ,Listed    ,12 MAY 2026,              10.00,          34019404,             13.25,      450076714.90  
12 MAY 2026,CARBORUNIV,EQ,CARBORUNDUM UNIVERSAL LTD,Listed    ,12 MAY 2026,               1.00,         190464566,           1008.65,   192112084495.90
12 MAY 2026,CARERATING,EQ,CARE RATINGS LIMITED     ,Listed    ,12 MAY 2026,              10.00,          30047013,           1581.00,    47504327553.00
12 MAY 2026,CARRARO,EQ,CARRARO INDIA LIMITED    ,Listed    ,12 MAY 2026,              10.00,          56851538,            580.45,    32999475232.10   
12 MAY 2026,CARTRADE,EQ,CARTRADE TECH LIMITED    ,Listed    ,12 MAY 2026,              10.00,          47842935,           1892.20,    90528401607.00  
12 MAY 2026,CARYSIL,EQ,CARYSIL LIMITED          ,Listed    ,12 MAY 2026,               2.00,          28442606,            891.25,    25349472597.50   
12 MAY 2026,CASTROLIND,EQ,CASTROL INDIA LIMITED    ,Listed    ,12 MAY 2026,               5.00,         989122384,            181.30,   179327888219.20
12 MAY 2026,CBAZAAR,SM,NET AVENUE TECHNOLOGIES L,Listed    ,12 MAY 2026,               1.00,          21454078,              4.55,       97616054.90   
12 MAY 2026,CCAVENUE,EQ,AVENUESAI LIMITED        ,Listed    ,12 MAY 2026,               1.00,        3486379263,             14.05,    48983628645.15  
12 MAY 2026,CCCL,EQ,CONS. CONST. CONSORT LTD ,Listed    ,12 MAY 2026,               2.00,         446759451,             15.55,     6938174274.05      
12 MAY 2026,CCHHL,EQ,COUNTRY CLUB HOSP HOL LTD,Listed    ,12 MAY 2026,               2.00,         163464735,             13.60,     2226389690.70     
12 MAY 2026,CCL,EQ,CCL PRODUCTS (I) LTD     ,Listed    ,12 MAY 2026,               2.00,         133527920,           1094.60,   146159661232.00       
12 MAY 2026,CDSL,EQ,CENTRAL DEPO SER (I) LTD ,Listed    ,12 MAY 2026,              10.00,         209000000,           1182.40,   247121600000.00      
12 MAY 2026,CEATLTD,EQ,CEAT LIMITED             ,Listed    ,12 MAY 2026,              10.00,          40450092,           3142.80,   127126549137.60   
12 MAY 2026,CEDAAR,SM,CEDAAR TEXTILE LIMITED   ,Listed    ,12 MAY 2026,              10.00,          13878600,             30.25,      419827650.00    
12 MAY 2026,CEIGALL,EQ,CEIGALL INDIA LIMITED    ,Listed    ,12 MAY 2026,               5.00,         174204861,            350.80,    61111065238.80   
12 MAY 2026,CEINSYS,EQ,CEINSYS TECH LIMITED     ,Listed    ,12 MAY 2026,              10.00,          17841146,           1036.10,    18485211370.60   
12 MAY 2026,CELEBRITY,EQ,CELEBRITY FASHIONS LTD   ,Listed    ,12 MAY 2026,              10.00,          59678413,              7.60,      454749507.05 
12 MAY 2026,CELLECOR,ST,CELLECOR GADGETS LIMITED ,Listed    ,12 MAY 2026,               1.00,         220677800,             40.45,     8926417010.00  
12 MAY 2026,CELLO,EQ,CELLO WORLD LIMITED      ,Listed    ,12 MAY 2026,               5.00,         220885034,            401.65,    88718473906.10     
12 MAY 2026,CELLPOINT,SM,CELL POINT (INDIA) LTD   ,Listed    ,12 MAY 2026,              10.00,          18685600,             16.00,      298969600.00 
12 MAY 2026,CEMPRO,EQ,CEMINDIA PROJECTS LIMITED,Listed    ,12 MAY 2026,               1.00,         171787584,            892.95,   153397723132.80    
12 MAY 2026,CENTENKA,EQ,CENTURY ENKA LTD         ,Listed    ,12 MAY 2026,              10.00,          21850589,            433.05,     9462397566.45  
12 MAY 2026,CENTEXT,EQ,CENTURY EXTRUSIONS LTD   ,Listed    ,12 MAY 2026,               1.00,          80000000,             20.60,     1648800000.00   
12 MAY 2026,CENTRALBK,EQ,CENTRAL BANK OF INDIA    ,Listed    ,12 MAY 2026,              10.00,        9051401274,             34.55,   312544885991.20 
12 MAY 2026,CENTRUM,EQ,CENTRUM CAPITAL LIMITED  ,Listed    ,12 MAY 2026,               1.00,         459579194,             23.80,    10928793233.30   
12 MAY 2026,CENTUM,EQ,CENTUM ELECTRONICS LTD   ,Listed    ,12 MAY 2026,              10.00,          14740983,           2936.00,    43279526088.00    
12 MAY 2026,CENTURYPLY,EQ,CENTURY PLYBOARDS (I) LTD,Listed    ,12 MAY 2026,               1.00,         222172990,            771.10,   171317592589.00
12 MAY 2026,CERA,EQ,CERA SANITARYWARE LTD    ,Listed    ,12 MAY 2026,               5.00,          12897541,           5926.50,    76437276736.50      
12 MAY 2026,CEREBRAINT,BZ,CEREBRA INT TECH LTD     ,Listed    ,12 MAY 2026,              10.00,         111986482,              4.25,      474822683.70
12 MAY 2026,CESC,EQ,CESC LTD                 ,Listed    ,12 MAY 2026,               1.00,        1325570430,            180.50,   239265462615.00      
12 MAY 2026,CEWATER,EQ,CONCORD ENVIRO SYSTEMS L ,Listed    ,12 MAY 2026,               5.00,          20696233,            282.90,     5854964315.70   
12 MAY 2026,CGCL,EQ,CAPRI GLOBAL CAPITAL LTD ,Listed    ,12 MAY 2026,               1.00,         962153962,            186.75,   179682252403.50      
12 MAY 2026,CGPOWER,EQ,CG POWER AND IND SOL LTD ,Listed    ,12 MAY 2026,               2.00,        1574917609,            833.70,  1313008810623.30   
12 MAY 2026,CGRAPHICS,SM,CREATIVE GRAPHICS S IND L,Listed    ,12 MAY 2026,              10.00,          24286000,            156.55,     3801973300.00 
12 MAY 2026,CHALET,EQ,CHALET HOTELS LIMITED    ,Listed    ,12 MAY 2026,              10.00,         218984127,            759.15,   166241800012.05    
12 MAY 2026,CHAMBLFERT,EQ,CHAMBAL FERTILIZERS LTD  ,Listed    ,12 MAY 2026,              10.00,         400652297,            433.90,   173843031668.30
12 MAY 2026,CHAMUNDA,SM,CHAMUNDA ELECTRICAL LTD  ,Listed    ,12 MAY 2026,              10.00,          11004594,             45.10,      496307189.40  
12 MAY 2026,CHANDAN,SM,CHANDAN HEALTHCARE LTD   ,Listed    ,12 MAY 2026,              10.00,          24452064,            246.95,     6038437204.80   
12 MAY 2026,CHAVDA,SM,CHAVDA INFRA LIMITED     ,Listed    ,12 MAY 2026,              10.00,          32656000,             99.70,     3255803200.00    
12 MAY 2026,CHEMBOND,BE,CHEMBOND MATERIALTECH LTD,Listed    ,12 MAY 2026,               5.00,          13448288,            178.70,     2403209065.60  
12 MAY 2026,CHEMBONDCH,BE,CHEMBOND CHEMICAL LIMITED,Listed    ,12 MAY 2026,               5.00,          26896576,            177.05,     4762576712.30
12 MAY 2026,CHEMCON,EQ,CHEMCON SPECIAL CHEM LTD ,Listed    ,12 MAY 2026,              10.00,          36630701,            165.55,     6064212550.55   
12 MAY 2026,CHEMFAB,EQ,CHEMFAB ALKALIS LIMITED  ,Listed    ,12 MAY 2026,              10.00,          14373702,            430.40,     6186441340.80   
12 MAY 2026,CHEMPLASTS,EQ,CHEMPLAST SANMAR LIMITED ,Listed    ,12 MAY 2026,               5.00,         158109574,            235.05,    37160493177.20
